group,names,scores,logfoldchanges,pvals,pvals_adj
9,loc100498440.like.L,21.651054,1.8647012,5.940558514212809e-104,1.619173480030129e-101
9,tyms.L,21.620495,2.4297984,1.1523337281154945e-103,3.108449930914436e-101
9,slc39a8.S,21.513855,1.8737137,1.1549467616550856e-102,3.052559289441108e-100
9,incenp.L,21.504835,2.3189952,1.4028297087801284e-102,3.6706442159940837e-100
9,nt5dc4.L,21.35238,1.7602607,3.7057638546477643e-101,9.506374217717e-99
9,hebp1.L,21.299961,1.6623853,1.1361583617412172e-100,2.858530739742374e-98
9,cenpf.L,21.241796,2.9730265,3.9257862265051617e-100,9.783059276450864e-98
9,tmx4.L,21.193695,1.7951298,1.0918325120799462e-99,2.6951782557626297e-97
9,Xelaev18038116m.g,21.131676,2.5302787,4.0684206829605765e-99,9.948999587882846e-97
9,ncoa4.L,21.11346,1.6135164,5.982759007510004e-99,1.4361914879863006e-96
9,rfesd.L,21.070606,1.8118087,1.480259557631401e-98,3.5211337804530213e-96
9,Xelaev18036120m.g,20.989517,1.6874816,8.177240802126851e-98,1.927618764220281e-95
9,fbxo5.L,20.979654,2.5529122,1.0062194971218463e-97,2.3507803001509136e-95
9,loc100492008.L,20.962503,2.875142,1.4429598718276284e-97,3.34128212444617e-95
9,slc29a2.L,20.954437,1.9044253,1.7094065260437032e-97,3.923537821092942e-95
9,pole3.L,20.830154,1.9720794,2.307205302969528e-96,5.249594257173971e-94
9,tmpo.L,20.785538,1.6814963,5.850505686867893e-96,1.308413092329789e-93
9,aurkb.L,20.68518,2.5924103,4.710106950353907e-95,1.0356693988484062e-92
9,mthfd2.L,20.619389,1.7033783,1.838673076040968e-94,3.976092537825452e-92
9,rfc4.L,20.586046,2.019194,3.6605670851909825e-94,7.851016258287478e-92
9,prdx3.S,20.400545,1.479185,1.6536151132911773e-92,3.5177636629574753e-90
9,gpx1.L,20.314466,1.6537994,9.578433496540681e-92,2.0212039586329313e-89
9,steap3.L,20.076197,1.6992279,1.1917778776272455e-89,2.455437791023189e-87
9,gpx3.S,20.04097,1.5851675,2.42006904969746e-89,4.947150527686229e-87
10,msmb.3.L,36.35302,6.055237,2.35427985284258e-289,6.1602086629478955e-285
10,col1a2.S,36.24264,6.114336,1.2976540034034363e-287,1.6977207326527158e-283
10,col1a1.S,35.96326,6.779949,3.140921837749655e-283,2.7395120268852494e-279
10,apoe.S,35.952267,6.206157,4.66500819557567e-283,3.0516151111358245e-279
10,col1a2.L,35.718155,4.1504116,2.066163187182363e-279,1.0812645191162742e-275
10,col1a1.L,35.612015,6.7363815,9.130765924376834e-278,3.9819270196207373e-274
10,krt15.L,35.458862,5.6417203,2.1180227679277697e-275,7.917169106514004e-272
10,fgfbp2.L,35.298855,5.5511317,6.114921921357436e-273,2.0000380874279835e-269
10,Xelaev18016080m.g,35.239017,6.716712,5.05430103520153e-272,1.469453787634258e-268
10,sparc.S,34.796974,4.642854,2.702582779308567e-265,7.071578100338797e-262
10,col17a1.L,34.65742,5.4345374,3.4534269258658784e-263,8.21476081292787e-260
10,sparc.L,34.112385,4.364369,4.833135340493647e-255,1.0538651609946397e-251
10,apoe.L,34.014606,5.322715,1.3550448366437771e-253,2.7273925535093133e-250
10,dcn.L,33.965176,5.049507,7.282340859747302e-253,1.361069506686771e-249
10,dcn.S,33.92434,4.9115314,2.916257107227146e-252,5.087118897847033e-249
10,col4a5.L,33.737934,4.8440366,1.6069147444556698e-249,2.627908200214191e-246
10,lum.S,33.718136,5.6817822,3.134976734995498e-249,4.8252824263466e-246
